timestamp,open,high,low,close,volume
2025-05-30 11:20:00,94.4362,94.6992,94.4362,94.6293,77821
2025-05-30 11:15:00,94.4994,94.6542,94.3895,94.4494,82854
2025-05-30 11:10:00,94.6792,94.6842,94.4694,94.4694,118294
2025-05-30 11:05:00,94.6392,94.7691,94.5993,94.6792,81726
2025-05-30 11:00:00,94.5943,94.7607,94.5893,94.6692,87717
2025-05-30 10:55:00,94.7691,94.9440,94.5393,94.6109,153075
2025-05-30 10:50:00,94.7292,94.8490,94.6392,94.7891,135212
2025-05-30 10:45:00,94.6592,94.7991,94.5293,94.7391,188054
2025-05-30 10:40:00,94.8408,94.8440,94.6043,94.6692,71259
2025-05-30 10:35:00,94.5094,94.8990,94.4394,94.8391,121935
2025-05-30 10:30:00,94.5993,94.6892,94.4394,94.5044,110732
2025-05-30 10:25:00,94.3395,94.6293,94.2597,94.6093,168050
2025-05-30 10:20:00,94.2496,94.3995,94.1697,94.3295,101221
2025-05-30 10:15:00,94.3795,94.3795,94.0398,94.2196,127766
2025-05-30 10:10:00,94.3895,94.4394,94.1897,94.3945,122095
2025-05-30 10:05:00,94.1283,94.5693,94.1283,94.3895,279806
2025-05-30 10:00:00,93.3005,94.2196,93.3005,94.1297,307944
2025-05-30 09:55:00,93.3805,93.4854,93.1906,93.3105,350550
2025-05-30 09:50:00,94.1497,94.1697,93.3854,93.3854,385676
2025-05-30 09:45:00,93.9799,94.3295,93.9099,94.1497,345344
2025-05-30 09:40:00,94.9090,95.0289,93.9799,93.9799,305889
2025-05-30 09:35:00,95.0888,95.1238,94.5643,94.8890,385676
2025-05-30 09:30:00,95.9480,96.5173,95.0688,95.0988,422583
2025-05-30 09:25:00,95.8381,96.1178,95.8081,95.9180,10593
2025-05-30 09:20:00,95.8781,95.9080,95.4185,95.4185,2599
2025-05-30 09:15:00,95.5284,95.9080,95.4085,95.9080,2049
2025-05-30 09:10:00,95.4385,95.6083,95.3586,95.3586,2005
2025-05-30 09:05:00,95.6083,95.6683,95.4085,95.4285,2608
2025-05-30 09:00:00,95.6183,95.6683,95.4185,95.6683,3004
2025-05-30 08:55:00,95.7282,96.5874,93.8760,95.5684,2035
2025-05-30 08:50:00,95.8281,95.9080,95.7282,95.7582,3381
2025-05-30 08:45:00,95.8081,95.9080,95.6802,95.8481,3164
2025-05-30 08:40:00,95.6683,95.9080,95.6683,95.8081,3825
2025-05-30 08:35:00,95.9080,96.0579,95.8081,95.8581,3042
2025-05-30 08:30:00,95.4784,95.9280,95.4784,95.9180,5791
2025-05-30 08:25:00,95.7981,95.7981,95.3186,95.5384,4316
2025-05-30 08:20:00,95.6483,95.8081,95.4285,95.6183,6313
2025-05-30 08:15:00,95.3885,95.8381,95.3885,95.6583,2222
2025-05-30 08:10:00,95.9280,95.9480,95.0389,95.4085,8802
2025-05-30 08:05:00,96.2052,96.2052,95.2387,95.9280,8011
2025-05-30 08:00:00,96.5424,96.7073,94.6018,96.2076,13573
2025-05-30 07:55:00,96.0079,96.4675,95.9780,96.1878,3525
2025-05-30 07:50:00,95.9979,96.0079,95.9480,95.9480,260
2025-05-30 07:45:00,95.9880,95.9880,95.8681,95.8681,174
2025-05-30 07:40:00,95.9480,95.9979,95.9480,95.9680,67
2025-05-30 07:35:00,95.8481,95.8481,95.8081,95.8481,114
2025-05-30 07:30:00,95.7881,95.8581,95.7782,95.8581,116
2025-05-30 07:25:00,95.9180,95.9780,95.7782,95.7981,1196
2025-05-30 07:20:00,95.9380,95.9480,95.8081,95.8381,2645
2025-05-30 07:15:00,96.0479,96.0879,96.0079,96.0879,206
2025-05-30 07:10:00,95.8980,96.0879,95.8980,96.0079,1989
2025-05-30 07:05:00,95.6083,95.8481,95.6083,95.7881,2437
2025-05-30 07:00:00,95.3586,95.6982,95.2187,95.6683,9444
2025-05-30 06:55:00,95.0988,95.1887,95.0988,95.1887,3113
2025-05-30 06:50:00,95.3086,95.4085,94.9989,95.1887,9267
2025-05-30 06:45:00,94.6592,95.3386,94.5993,95.2087,2079
2025-05-30 06:40:00,94.6293,94.8191,94.5094,94.8191,806
2025-05-30 06:35:00,96.2677,96.3076,93.4704,94.6293,53009
2025-05-30 06:30:00,96.3476,96.4175,96.3176,96.3176,1850
2025-05-30 06:20:00,96.3176,96.3476,96.3176,96.3476,29
2025-05-30 06:15:00,96.2977,96.2977,96.2977,96.2977,25
2025-05-30 06:10:00,96.3776,96.3976,96.2677,96.2677,3533
2025-05-30 06:05:00,96.3476,96.3476,96.3476,96.3476,1
2025-05-30 06:00:00,96.3076,96.3476,96.2877,96.3276,97
2025-05-30 05:55:00,96.4075,96.4075,96.3076,96.3076,214
2025-05-30 05:50:00,96.3376,96.3976,96.3376,96.3976,33
2025-05-30 05:45:00,96.4375,96.4375,96.3776,96.4075,118
2025-05-30 05:40:00,96.3276,96.3276,96.3276,96.3276,3
2025-05-30 05:35:00,96.4475,96.4675,96.4375,96.4375,59
2025-05-30 05:30:00,96.4075,96.4075,96.3576,96.3576,42
2025-05-30 05:25:00,96.5075,96.5075,96.4575,96.4575,22
2025-05-30 05:20:00,96.3276,96.4975,96.3276,96.4975,139
2025-05-30 05:15:00,96.3276,96.3776,96.3176,96.3476,289
2025-05-30 05:10:00,96.5075,96.5075,96.3276,96.3276,16
2025-05-30 05:05:00,96.3376,96.3376,96.3276,96.3276,6
2025-05-30 05:00:00,96.3576,96.3576,96.3276,96.3276,170
2025-05-30 04:55:00,96.4275,96.4275,96.3576,96.4175,178
2025-05-30 04:50:00,96.3476,96.4275,96.3476,96.4275,4
2025-05-30 04:45:00,96.3976,96.5075,96.3976,96.5075,123
2025-05-30 04:40:00,96.4075,96.5075,96.3076,96.3076,108
2025-05-30 04:35:00,96.4775,96.5374,96.4075,96.4075,1311
2025-05-30 04:30:00,96.4775,96.5774,96.4775,96.5774,7
2025-05-30 04:25:00,96.5374,96.6373,96.4675,96.5274,572
2025-05-30 04:20:00,96.5075,96.6873,96.4375,96.5874,629
2025-05-30 04:15:00,96.6773,96.6973,96.6773,96.6873,150
2025-05-30 04:10:00,96.5075,96.6773,96.5075,96.6773,924
2025-05-30 04:05:00,96.3876,96.5075,96.3276,96.4575,202
2025-05-30 04:00:00,96.1278,96.3376,96.0679,96.3276,1372
2025-05-29 19:55:00,96.0814,96.1578,96.0814,96.1078,491
2025-05-29 19:50:00,96.2177,96.2177,96.1378,96.1378,103
2025-05-29 19:45:00,96.1578,96.2177,96.1378,96.1878,425
2025-05-29 19:40:00,96.2177,96.2177,96.1578,96.2162,271
2025-05-29 19:35:00,96.2877,96.3076,96.2177,96.2277,1270
2025-05-29 19:30:00,96.3076,96.3076,96.1178,96.3076,2014
2025-05-29 19:25:00,96.3076,96.3276,96.3076,96.3076,113
2025-05-29 19:20:00,96.2577,96.3276,96.2577,96.3076,852
2025-05-29 19:15:00,96.0179,96.3076,96.0179,96.2577,386
2025-05-29 19:10:00,96.1278,96.3005,96.0179,96.2977,151
2025-05-29 19:05:00,96.1178,96.2077,96.1178,96.1178,72
2025-05-29 19:00:00,96.1578,96.3076,96.0179,96.3076,125
2025-05-29 18:55:00,96.3076,96.3076,96.1578,96.1578,23
2025-05-29 18:50:00,96.3576,96.3576,96.0179,96.0945,540
2025-05-29 18:45:00,96.2077,96.3494,96.0279,96.3494,36
2025-05-29 18:40:00,96.3076,96.5562,96.0179,96.0379,246
2025-05-29 18:35:00,96.2077,96.2077,96.0179,96.0179,25
2025-05-29 18:30:00,96.2077,96.3576,96.1678,96.2077,297
2025-05-29 18:25:00,96.2677,96.5574,96.2077,96.5574,253
2025-05-29 18:20:00,96.3676,96.5574,96.2088,96.2777,2107
2025-05-29 18:15:00,96.4275,96.4975,96.3306,96.3576,1429
2025-05-29 18:10:00,96.4975,96.4975,96.3276,96.4175,295
2025-05-29 18:05:00,96.5075,96.5075,96.3276,96.4975,196
2025-05-29 18:00:00,96.3876,96.5974,96.3576,96.3576,859
2025-05-29 17:55:00,96.5874,96.6273,96.3098,96.3976,1797
2025-05-29 17:50:00,96.4475,96.5974,96.4124,96.4124,312
2025-05-29 17:45:00,96.6373,96.6373,96.4075,96.4375,1818
2025-05-29 17:40:00,96.5075,96.6373,96.5075,96.5174,1004
2025-05-29 17:35:00,96.5125,96.6973,96.5075,96.6273,697
2025-05-29 17:30:00,96.7173,96.7572,96.4075,96.6873,126
2025-05-29 17:25:00,96.7972,96.8571,96.4075,96.8571,167
2025-05-29 17:20:00,96.7372,96.7972,96.6573,96.7972,118
2025-05-29 17:15:00,96.6773,96.6873,96.4275,96.4275,65
2025-05-29 17:10:00,96.8471,96.8571,96.4175,96.8571,1263
2025-05-29 17:05:00,96.4175,96.8461,96.4175,96.8461,126
2025-05-29 17:00:00,96.8971,125.1695,84.1125,96.3676,695
2025-05-29 16:55:00,96.6473,110.8506,82.6413,96.7572,1770
2025-05-29 16:50:00,96.6074,115.1230,74.3673,96.6074,6694
2025-05-29 16:45:00,96.6773,112.1671,86.2083,96.6973,6250
2025-05-29 16:40:00,96.6173,125.1695,88.5814,96.6074,1680
2025-05-29 16:35:00,96.6074,96.7054,96.6074,96.6673,1946
2025-05-29 16:30:00,96.3576,96.6673,96.3576,96.6473,1071
2025-05-29 16:25:00,96.5075,96.7073,96.3076,96.6973,82982
2025-05-29 16:20:00,96.7073,96.7073,96.3076,96.5674,8691
2025-05-29 16:15:00,96.7073,96.7073,96.4475,96.7073,1199
2025-05-29 16:10:00,96.3376,96.7572,96.3076,96.5674,749
2025-05-29 16:05:00,96.5374,96.9071,85.0684,96.3076,21922
2025-05-29 16:00:00,96.7073,96.7173,96.3076,96.5075,2338954
2025-05-29 15:55:00,96.3126,96.7322,96.2877,96.7173,837567
2025-05-29 15:50:00,96.3576,96.5974,96.1778,96.3126,336777
2025-05-29 15:45:00,96.2077,96.4575,96.1977,96.3376,237797
2025-05-29 15:40:00,96.2227,96.3626,96.1977,96.2177,142111
2025-05-29 15:35:00,96.2677,96.2977,96.1778,96.2177,129302
2025-05-29 15:30:00,96.2077,96.2877,96.1278,96.2777,138971
2025-05-29 15:25:00,96.3176,96.4075,96.1977,96.1977,104372
2025-05-29 15:20:00,96.2027,96.4075,96.2027,96.3126,121753
2025-05-29 15:15:00,96.0679,96.2776,96.0179,96.2177,137942
2025-05-29 15:10:00,96.1778,96.2727,96.0629,96.0679,138826
2025-05-29 15:05:00,96.4175,96.4375,96.1078,96.1778,242721
2025-05-29 15:00:00,96.2777,96.5025,96.2477,96.4125,126077
2025-05-29 14:55:00,96.5424,96.6074,96.1778,96.2577,110210
2025-05-29 14:50:00,96.4675,96.6132,96.4625,96.5624,89677
2025-05-29 14:45:00,96.4875,96.6373,96.4571,96.4675,74294
2025-05-29 14:40:00,96.5574,96.5674,96.4121,96.4875,115433
2025-05-29 14:35:00,96.5075,96.6074,96.5075,96.5674,60042
2025-05-29 14:30:00,96.2877,96.5574,96.2877,96.4925,97342
2025-05-29 14:25:00,96.3126,96.4026,96.1878,96.2777,112456
2025-05-29 14:20:00,96.6273,96.6273,96.3026,96.3026,179579
2025-05-29 14:15:00,96.8871,96.9570,96.6173,96.6273,78796
2025-05-29 14:10:00,96.9071,96.9470,96.7672,96.8771,73786
2025-05-29 14:05:00,96.9071,97.0669,96.8771,96.8971,78753
2025-05-29 14:00:00,96.8172,96.9370,96.7972,96.8998,120701
2025-05-29 13:55:00,96.8871,96.9287,96.7672,96.8271,107658
2025-05-29 13:50:00,96.8571,97.0220,96.8471,96.9021,122408
2025-05-29 13:45:00,97.2068,97.2236,96.8272,96.8521,142496
2025-05-29 13:40:00,97.1319,97.3067,97.1069,97.1868,60668
2025-05-29 13:35:00,97.1918,97.3367,97.0170,97.1568,134630
2025-05-29 13:30:00,97.0170,97.2268,96.9670,97.1868,95511
2025-05-29 13:25:00,97.0369,97.1368,96.9270,97.0419,98126
2025-05-29 13:20:00,97.0669,97.1568,96.9870,97.0369,70417
2025-05-29 13:15:00,97.3167,97.3466,97.0270,97.0719,76994
2025-05-29 13:10:00,97.3067,97.3766,97.2368,97.2867,60567
2025-05-29 13:05:00,97.3367,97.4266,97.2567,97.3114,80064
2025-05-29 13:00:00,97.3067,97.4965,97.2967,97.3417,73973
2025-05-29 12:55:00,97.0869,97.4266,97.0819,97.3117,171940
2025-05-29 12:50:00,97.1818,97.2268,97.0869,97.0869,78935
2025-05-29 12:45:00,97.1668,97.2567,97.1568,97.1818,70271
2025-05-29 12:40:00,97.0869,97.2168,97.0669,97.1568,79360
2025-05-29 12:35:00,97.0220,97.1868,96.9970,97.0769,99512
2025-05-29 12:30:00,96.9770,97.0969,96.9520,97.0270,69140
2025-05-29 12:25:00,96.8321,97.0270,96.8321,96.9970,78363
2025-05-29 12:20:00,96.7972,96.8971,96.7222,96.8383,89919
2025-05-29 12:15:00,96.6573,96.8771,96.6573,96.8072,99813
2025-05-29 12:10:00,96.4375,96.6573,96.3976,96.6573,135748
2025-05-29 12:05:00,96.3076,96.4675,96.2577,96.4575,58519
2025-05-29 12:00:00,96.3376,96.3831,96.0379,96.3064,132014
2025-05-29 11:55:00,96.9121,96.9592,96.2877,96.3326,112657
2025-05-29 11:50:00,96.7822,97.0369,96.7822,96.9071,63823
2025-05-29 11:45:00,96.8521,96.9470,96.7174,96.7874,82716
2025-05-29 11:40:00,96.7073,96.9071,96.6473,96.8571,76209
2025-05-29 11:35:00,96.7572,96.9570,96.7173,96.7173,81748
2025-05-29 11:30:00,97.0519,97.1069,96.6973,96.7672,122536
2025-05-29 11:25:00,96.9670,97.1768,96.9270,97.0569,119764
2025-05-29 11:20:00,96.9270,97.0919,96.9041,96.9970,84677
2025-05-29 11:15:00,96.8072,97.0569,96.7972,96.9270,76818
2025-05-29 11:10:00,96.7272,96.9770,96.7173,96.8122,83792
2025-05-29 11:05:00,96.8471,96.8971,96.6573,96.7372,86605
2025-05-29 11:00:00,97.0769,97.1418,96.7375,96.8222,129259
2025-05-29 10:55:00,96.8917,97.1169,96.8571,97.0869,166259
2025-05-29 10:50:00,96.5674,96.9720,96.5474,96.8971,163542
2025-05-29 10:45:00,96.4575,96.6312,96.4075,96.5674,90812
2025-05-29 10:40:00,96.5474,96.5774,96.1778,96.4575,177883
2025-05-29 10:35:00,96.5174,96.7173,96.4575,96.5482,108764
2025-05-29 10:30:00,96.7972,96.8471,96.4775,96.5174,156403
2025-05-29 10:25:00,96.4775,96.9370,96.4725,96.8072,241488
2025-05-29 10:20:00,96.2577,96.4975,96.1278,96.4975,152180
2025-05-29 10:15:00,96.3576,96.4275,96.0679,96.2577,233465
2025-05-29 10:10:00,96.1428,96.4231,96.0579,96.4075,257791
2025-05-29 10:05:00,97.1968,97.1968,96.1178,96.1378,336469
2025-05-29 10:00:00,97.1269,97.6064,97.0070,97.2068,259374
2025-05-29 09:55:00,97.3965,97.4965,96.7872,97.1418,476689
2025-05-29 09:50:00,97.0270,97.4466,97.0020,97.3961,429695
2025-05-29 09:45:00,97.4266,97.5465,96.9270,97.0369,463013
2025-05-29 09:40:00,97.6763,97.9860,97.3766,97.4345,448735
2025-05-29 09:35:00,98.8752,98.9551,97.6464,97.6813,565881
2025-05-29 09:30:00,98.4955,99.5345,98.4057,98.9037,952715
2025-05-29 09:25:00,98.5954,98.6054,98.3057,98.4056,873
2025-05-29 09:20:00,98.6054,98.6054,98.3057,98.6054,7218
2025-05-29 09:15:00,98.5055,98.6054,98.3057,98.4106,1806
2025-05-29 09:10:00,98.3956,98.5055,98.3057,98.4156,3176
2025-05-29 09:05:00,98.2458,98.4056,98.1559,98.3956,2663
2025-05-29 09:00:00,98.2258,98.3857,98.1559,98.2957,5786
2025-05-29 08:55:00,98.3157,98.3725,98.1559,98.2058,1431
2025-05-29 08:50:00,98.3257,98.6054,98.3057,98.4456,1051
2025-05-29 08:45:00,98.2558,98.6054,98.1559,98.6054,2680
2025-05-29 08:40:00,98.3393,98.3457,98.0959,98.3057,5548
2025-05-29 08:35:00,98.5855,98.6454,98.1759,98.1759,5130
2025-05-29 08:30:00,98.3557,98.6690,98.2972,98.6054,2714
2025-05-29 08:25:00,98.3354,98.3557,98.2290,98.2658,1510
2025-05-29 08:20:00,98.2815,98.3557,98.1059,98.2458,2718
2025-05-29 08:15:00,98.1659,98.2956,98.0911,98.1858,12654
2025-05-29 08:10:00,98.2857,98.3257,98.0160,98.1858,2380
2025-05-29 08:05:00,98.2758,98.5755,98.2558,98.2857,5558
2025-05-29 08:00:00,98.3157,99.8942,96.0879,98.2658,36576
2025-05-29 07:55:00,98.2558,98.3657,98.2158,98.3157,566
2025-05-29 07:50:00,98.4456,98.4456,98.2058,98.2558,2000
2025-05-29 07:45:00,98.5255,98.5755,98.4156,98.4356,1367
2025-05-29 07:40:00,98.4156,98.5755,98.4056,98.5755,856
2025-05-29 07:35:00,98.4056,98.5055,98.3357,98.3457,1753
2025-05-29 07:30:00,98.4856,98.4856,98.2458,98.4056,2205
2025-05-29 07:25:00,98.5055,98.5355,98.3157,98.3157,1613
2025-05-29 07:20:00,98.7953,98.8652,98.4156,98.4156,6111
2025-05-29 07:15:00,98.7453,98.7953,98.7053,98.7753,3774
2025-05-29 07:10:00,98.7553,98.7953,98.6754,98.7553,411
2025-05-29 07:05:00,98.7853,98.7853,98.7253,98.7753,1490
2025-05-29 07:00:00,98.5954,98.9151,98.4856,98.7753,12088
2025-05-29 06:55:00,98.4156,98.5755,98.2658,98.5755,1963
2025-05-29 06:50:00,98.6354,98.6354,98.4556,98.4756,2083
2025-05-29 06:45:00,98.7253,98.7253,98.5155,98.6254,1669
2025-05-29 06:40:00,98.8852,98.9052,98.7253,98.7253,302
2025-05-29 06:35:00,98.8952,98.9251,98.7253,98.7253,975
2025-05-29 06:30:00,98.5655,98.9052,98.5355,98.8452,1656
2025-05-29 06:25:00,98.4056,98.5655,98.4056,98.5055,5641
2025-05-29 06:20:00,98.4756,98.5055,98.2758,98.4156,8590
2025-05-29 06:15:00,98.8452,98.9951,98.1359,98.3457,18707
2025-05-29 06:10:00,99.2548,99.3947,98.8352,98.8352,8697
2025-05-29 06:05:00,99.3048,99.3747,99.2248,99.2748,2046
2025-05-29 06:00:00,99.3148,99.5046,99.2248,99.2248,548
2025-05-29 05:55:00,99.4546,99.6045,99.2448,99.4446,3864
2025-05-29 05:50:00,99.5845,99.6944,99.4047,99.5445,4157
2025-05-29 05:45:00,99.5745,99.6844,99.5645,99.6045,811
2025-05-29 05:40:00,99.4746,99.7044,99.4746,99.5945,3821
2025-05-29 05:35:00,99.5146,99.5345,99.4047,99.5345,441
2025-05-29 05:30:00,99.2748,99.5046,99.2748,99.5046,1699
2025-05-29 05:25:00,99.2748,99.3847,99.2748,99.3747,460
2025-05-29 05:20:00,99.2248,99.3947,99.2248,99.3947,618
2025-05-29 05:15:00,99.2548,99.2748,99.2149,99.2248,562
2025-05-29 05:10:00,99.2748,99.4047,99.2049,99.2348,3177
2025-05-29 05:05:00,99.2448,99.3447,99.2348,99.2848,2073
2025-05-29 05:00:00,99.2348,99.3248,99.2248,99.2348,370
2025-05-29 04:55:00,99.2149,99.3447,99.2049,99.2248,813
2025-05-29 04:50:00,99.3248,99.3248,99.1949,99.3148,7893
2025-05-29 04:45:00,99.4147,99.4147,99.3248,99.3647,1583
2025-05-29 04:40:00,99.3347,99.4346,99.3248,99.4247,1160
2025-05-29 04:35:00,99.2548,99.3347,99.2548,99.3048,786
2025-05-29 04:30:00,99.3547,99.3647,99.2548,99.3148,1367
2025-05-29 04:25:00,99.5945,99.5945,99.2548,99.2748,1894
2025-05-29 04:20:00,99.5745,99.6544,99.5545,99.6444,347
2025-05-29 04:15:00,99.6345,99.6844,99.5645,99.6145,7769
2025-05-29 04:10:00,99.5246,99.6844,99.5246,99.6245,930
2025-05-29 04:05:00,99.5146,99.6345,99.4946,99.5445,2809
2025-05-29 04:00:00,99.3747,99.7044,99.0051,99.4946,6227
2025-05-28 19:55:00,99.4047,99.4047,99.2548,99.3947,5730
2025-05-28 19:50:00,99.4546,99.5645,99.3048,99.4046,13196
2025-05-28 19:45:00,99.3048,99.5545,99.1050,99.4546,13807
2025-05-28 19:40:00,99.0150,99.3547,99.0051,99.3048,13938
2025-05-28 19:35:00,98.9052,99.3547,98.7053,99.0550,16730
2025-05-28 19:30:00,99.0450,99.1249,98.6654,99.1150,8078
2025-05-28 19:25:00,99.0051,99.1549,99.0051,99.1249,13659
2025-05-28 19:20:00,98.5042,99.0550,98.3257,99.0052,33170
